col,var,stfid,fipsstco,tract,group,ct_bg_id,area_sqft,area_sqmi,area_acres,int_densit,rfa,mix_fl_3,nrd_06_upd,wlk_ind_06,walk_index,num_hous_h,tot_pop,urban_bg,fast_fd_ct,grocery_ct,fast_f_den,ff_dens_ac,ff_den_100,grocer_den,library_p,child_care,chld_cr_ct,park_count,elem_sch_p,bus_stop_p,lrt_cr_stp,bus_stp_ct,bus_sp_den,park_prese,park_inter,p_acreage,pk_acr_den,pk_den1000,hospital_p,du_tot2010,du_res_day,du_res_lib,du_res_par,du_res_gro,du_res_fas,du_res_ele,du_health,du_heafood,du_hou_tsa,du_pollu,du_hou_bik,per_du_day,per_du_lib,per_du_par,per_du_gro,per_du_ff,per_du_ele,per_du_hea,per_duhfoo,per_du_tsa,per_du_pol,per_dubik2,ct_minori,ct_low_inc,ct_low_mob,ct_low_com,ct_concern,ct_ma_misc,ct_mali_yr,crim_mapop,ct_violnt5,ct_vio_yr2,crm_rt_vio,ped_inv_ct,ped_dayyr2,ped_c_rate,cyc_inv_ct,cyc_dayyr2,cyc_c_rate,daypoparea,daypop_per,day_pop_bg,daypop_1x3,totpop1000,res_pop_10,pop_den_10,pop_den_mi,pop_den_ac,arter_den,traf_volum,tot_par_ct,lot_sur_ct,lot_str_ct,pk_lot_ct,vacnt_ct,per_vacant,per_lot_su,per_lot_st,per_pk_lot,road_allft,rd_walk_ft,rd_walk_10,sidewk_ft2,sidewk_rdn,side_c_per,side_none,side_parti,side_atlas,cn_transit,cn_parks,cn_he_food,cn_trails,cn_daycare,cn_health,cn_library,cn_elem_sc,cs_tis,cs_ypas,cs_pai,cs_ped_saf,cs_cyc_saf,cs_tsfy,nu_cn_indi
CL,arter_den,,,,,,-0.113747999,-0.113747998,-0.113747999,0.099531308,0.136588345,0.371465996,0.346740697,0.32417804,0.193010411,0.126998394,0.058219631,0.197354684,0.28289436,0.218686742,0.265469547,0.265469436,0.265469546,0.150795323,0.065890431,0.103353566,0.11626983,-0.021920946,0.014651469,0.27516492,0.205585186,0.238936217,0.281284117,0.002259944,-0.045784991,-0.143782285,-0.124881381,-0.124881381,0.027894053,0.146844312,0.277296001,0.166232022,0.195833315,0.30250179,0.335999107,0.175253114,0.250440252,0.299623079,0.271899567,0.078025191,0.225222127,0.168371362,0.115725609,0.098337097,0.21796294,0.28162317,0.084183623,0.184608223,0.205506006,0.176076847,0.013973979,0.130616835,0.010835673,0.083071274,0.105468408,0.052567897,0.061991752,0.294511364,0.294511364,0.186732584,0.331554896,0.331554896,0.270097995,0.367874915,0.367874915,0.137690504,0.297895869,0.297895869,0.114386094,-0.113889057,0.085319312,0.04623491,0.046234909,0.058219631,0.068609526,0.173842653,0.083535402,0.083535401,1,0.745497803,-0.116393219,0.310495417,0.201744785,0.317120773,-0.14689624,-0.174482838,0.305135743,0.24453809,0.311458975,-0.127112186,-0.13428843,-0.146224646,0.154252011,0.194616202,0.194616155,-0.146979335,-0.150513611,0.205117225,0.170826318,0.079629731,0.18492334,0.13276952,0.137686353,0.179383903,0.097207475,0.089593559,0.223848079,0.183378921,-0.679901507,-0.756147471,-0.768158198,-0.372906464,0.219719355
CM,traf_volum,,,,,,-0.149951324,-0.149951323,-0.149951324,0.179962742,0.2194919,0.508437814,0.362096055,0.429524755,0.312666255,0.120497598,0.042331373,0.254103281,0.354041911,0.289052044,0.36230127,0.362301176,0.362301269,0.214667946,0.069250828,0.152813723,0.148459398,-0.054408132,0.003722299,0.329077289,0.180178841,0.272662174,0.332871426,-0.001905926,-0.072857919,-0.174640256,-0.151920422,-0.151920422,0.082600292,0.116318464,0.329136725,0.163176738,0.189310609,0.321816605,0.344737631,0.169230044,0.304218904,0.319442265,0.325799107,0.060457065,0.237029766,0.27382188,0.104397961,0.137608342,0.279291895,0.340009665,0.086014741,0.239362774,0.266603119,0.267117251,0.018425309,0.183424212,0.116533953,0.081171728,0.061207093,0.095004481,0.158494834,0.393546959,0.393546959,0.265853172,0.395227554,0.395227554,0.325409715,0.474575783,0.474575783,0.187157921,0.384324667,0.384324667,0.152721615,-0.150168208,0.070854547,0.053709427,0.053709428,0.042331373,0.046009673,0.223105681,0.118444369,0.118444369,0.745497803,1,-0.154326532,0.306421562,0.212431859,0.314806778,-0.189599344,-0.218935159,0.282483445,0.246326321,0.290688023,-0.168343118,-0.177086766,-0.196163788,0.14405085,0.212930537,0.212930527,-0.187109736,-0.205469294,0.263612284,0.258122853,0.115499462,0.237656254,0.17765529,0.236682781,0.2284374,0.089472779,0.089566847,0.296369567,0.223950841,-0.711065884,-0.770017428,-0.761584218,-0.355471658,0.29886446
CN,tot_par_ct,,,,,,0.310581983,0.310581983,0.310581983,-0.361994383,-0.218787387,-0.217783291,-0.223731594,-0.347360269,-0.354310397,0.407330676,0.371118957,-0.482946535,0.098098367,0.066463586,-0.16077132,-0.160771148,-0.16077132,-0.182309854,0.052718338,0.169374146,0.157805774,0.484077387,0.252778495,-0.022365032,-0.018587024,0.121797321,-0.253385574,0.288118392,0.263305086,0.230811863,0.15503238,0.15503238,0.005429917,0.644464098,0.08869897,-0.032530212,0.359877441,-0.01475945,0.111675338,0.157397336,-0.145942486,-0.010277209,-0.093565772,0.029269846,0.128047644,-0.34478113,-0.167105941,-0.219232391,-0.398438348,-0.419764989,-0.245425814,-0.214614996,-0.399185076,-0.308839106,-0.121269666,-0.190763252,-0.163589902,-0.18749087,-0.056610297,-0.169475241,-0.160293657,0.225369645,0.225369645,0.018198023,0.037402522,0.037402522,-0.067625129,-0.035757744,-0.035757744,-0.195283721,0.034344105,0.034344105,-0.14755844,0.311005773,0.462955611,0.120367255,0.120367256,0.371118957,0.579660629,-0.363744082,-0.399633455,-0.399633455,-0.116393219,-0.154326532,1,0.016965659,0.012062612,0.017471597,0.599235354,0.340590211,-0.109310199,-0.041207732,-0.106106402,0.461330047,0.472117864,0.630238457,0.690595569,-0.281016382,-0.281016373,0.228031395,0.450061275,-0.52827875,-0.304966086,-0.200671678,-0.374280677,-0.134118557,-0.314347731,-0.204857893,-0.163621742,-0.253303464,-0.3486219,-0.33830692,0.002647285,0.083519279,0.101098312,0.047178967,-0.420290816
CO,lot_sur_ct,,,,,,-0.012110919,-0.012110918,-0.012110919,0.130583725,0.306101576,0.328018309,0.582033827,0.461636674,0.283308589,0.013202452,-0.039597212,-0.00406779,0.327857703,0.306073786,0.280328215,0.280328095,0.280328213,0.191828837,0.039277473,0.050510697,0.055769972,0.127312935,-0.013175269,0.130209156,0.315904593,0.299646918,0.295213099,0.050235813,0.042077702,-0.02727071,-0.024688364,-0.024688364,0.033821447,0.183382562,0.259514097,0.280804212,0.266170255,0.271320684,0.272299501,0.110968396,0.387463957,0.269492273,0.311199906,0.161785077,0.280433886,0.095612794,0.155161033,0.119372657,0.139698169,0.138802444,-0.003116715,0.205959872,0.123170284,0.163987736,0.075628851,0.14960012,-0.019675854,0.099186993,0.149968229,0.018364572,0.084038641,0.36285303,0.36285303,0.334610224,0.522854129,0.522854129,0.552234683,0.52690619,0.52690619,0.06974254,0.438711468,0.438711468,0.044973841,-0.012242679,0.117407409,0.19334848,0.19334848,-0.039597212,0.085447059,0.104157536,-0.003251383,-0.003251382,0.310495417,0.306421562,0.016965659,1,0.439601997,0.992232013,0.026231542,0.011378314,0.797199996,0.48742602,0.795866848,0.022892413,0.015680891,0.022634655,0.146597577,0.062569042,0.062569057,-0.0323625,0.027465245,-0.00892446,0.155131926,0.101342724,0.104296496,0.162727946,0.078635478,0.184959081,0.124922543,-0.011388599,0.168173288,0.118714931,-0.504554752,-0.279445659,-0.227486122,-0.158681668,0.178091382
CP,lot_str_ct,,,,,,-0.007242742,-0.007242742,-0.007242742,0.073081924,0.094625257,0.145901565,0.402923107,0.243884329,0.102631259,0.051580247,0.0125328,-0.004546353,0.128013225,0.100849655,0.229560111,0.229559979,0.22956011,0.135160177,0.061502517,0.062150488,0.037524394,0.018091781,-0.011991401,0.013329523,0.258388845,0.065378326,0.140809809,0.003852446,-0.004760163,-0.011421646,-0.009906945,-0.009906945,0.03106745,0.120872627,0.177962601,0.168474251,0.125711956,0.172728642,0.16986661,0.031346969,0.187941977,0.171716806,0.136073321,0.090352594,0.192535153,0.053693302,0.068965651,0.03273419,0.054833983,0.05876385,-0.036937843,0.105696002,0.047309339,0.057225705,0.023695415,0.082000048,-0.044320234,0.000818851,0.094979717,0.001472522,0.03700112,0.150103935,0.150103935,0.137412063,0.345105923,0.345105923,0.400589262,0.254930835,0.254930835,0.002543789,0.127382834,0.127382834,-0.004852447,-0.007326851,0.068684263,0.071554503,0.071554504,0.0125328,0.061278766,0.059903031,-0.007840364,-0.007840363,0.201744785,0.212431859,0.012062612,0.439601997,1,0.547923324,0.012401413,-0.003952804,0.415883146,0.801710641,0.479718248,0.004306422,0.001491774,0.004442379,0.063650681,0.022585396,0.022585424,-0.012382357,0.006752609,-0.005101025,0.06331412,0.019379343,0.042717558,0.109319411,0.043770993,0.082626882,0.052187121,-0.028914596,0.072353947,0.036290105,-0.31605897,-0.176394269,-0.145312796,-0.057272376,0.07089194
CQ,pk_lot_ct,,,,,,-0.012282592,-0.012282592,-0.012282592,0.131740649,0.298192362,0.325706283,0.597880619,0.463722038,0.278073038,0.019440002,-0.035142911,-0.004418199,0.32307914,0.299028569,0.292877123,0.292876992,0.29287712,0.197379002,0.04509913,0.055650898,0.057138353,0.12107819,-0.013931568,0.123115994,0.33000388,0.288130093,0.29444805,0.047320516,0.038529628,-0.026980395,-0.024365547,-0.024365547,0.035802375,0.187533745,0.266345632,0.284859953,0.265308024,0.276616743,0.277131965,0.107691625,0.386893438,0.274773717,0.308681295,0.163191933,0.287847524,0.096485243,0.154060527,0.115711037,0.137701986,0.137412049,-0.00801869,0.206459057,0.121266624,0.160655245,0.073718513,0.150686675,-0.024463459,0.092490866,0.152827217,0.017307726,0.083393803,0.358731511,0.358731511,0.33066983,0.534756047,0.534756047,0.569804051,0.526040528,0.526040528,0.065306785,0.42623509,0.42623509,0.041214156,-0.012416956,0.118859851,0.189984831,0.189984831,-0.035142911,0.08806802,0.105303415,-0.004114067,-0.004114065,0.317120773,0.314806778,0.017471597,0.992232013,0.547923324,1,0.026148269,0.010049682,0.800069852,0.565000672,0.807669491,0.021917213,0.014810955,0.021695982,0.145348852,0.061401568,0.061401586,-0.031855675,0.026514905,-0.009018264,0.153250673,0.097069255,0.103052619,0.166697004,0.079299224,0.183704935,0.123574165,-0.014611448,0.16664873,0.115590966,-0.513689938,-0.284691604,-0.231994441,-0.155719922,0.175683421
CR,vacnt_ct,,,,,,0.641047203,0.641047202,0.641047203,-0.247205107,-0.140200418,-0.08298055,-0.110955688,-0.194134432,-0.205243709,0.090853894,0.085014925,-0.563760355,0.019531111,0.079212731,-0.066848851,-0.066848845,-0.066848851,-0.071923979,0.112503746,0.058939802,0.053905886,0.281849048,0.111213254,-0.087804712,0.004632877,0.008312752,-0.119205402,0.160748375,0.158527284,0.462100594,0.39827049,0.398270491,-0.012558175,0.258425428,-0.031939893,0.013170538,0.084025056,-0.060782288,-0.025967846,-0.045422709,-0.060366434,-0.061459481,-0.099718605,-0.005157124,-0.024168836,-0.231414812,-0.070683915,-0.168199749,-0.21659465,-0.261912501,-0.180176446,-0.075215483,-0.220158953,-0.169771178,-0.044995964,-0.139254085,-0.039564162,-0.0544086,0.075706149,0.002408725,-0.01990851,0.012908055,0.012908055,-0.026113502,0.008100291,0.008100291,-0.019098628,-0.020447971,-0.020447971,-0.082142816,-0.008693038,-0.008693038,-0.071020361,0.642111492,0.147459155,0.079440836,0.079440837,0.085014925,0.193882353,-0.216337508,-0.213121298,-0.213121298,-0.14689624,-0.189599344,0.599235354,0.026231542,0.012401413,0.026148269,1,0.723912563,-0.032742879,-0.013668602,-0.031939396,0.577618635,0.589767463,0.765138477,0.119017281,-0.327683722,-0.327683719,0.543899626,0.276863344,-0.55900456,-0.165740956,-0.1558911,-0.210354382,-0.0821059,-0.203541409,-0.069476956,-0.069717283,-0.172562807,-0.28410563,-0.294405893,-0.093812224,0.04139666,0.119130292,0.006321047,-0.252567264
CS,per_vacant,,,,,,0.512319264,0.512319263,0.512319263,-0.297014873,-0.17579004,-0.044676039,-0.111144993,-0.210188579,-0.225753763,0.00407726,0.026491931,-0.620285096,0.024093806,0.085183448,-0.041816041,-0.041816049,-0.041816041,-0.06010063,0.08463832,0.018649171,0.012100912,0.192901295,0.048960833,-0.102449847,0.038989869,0.014398959,-0.119222947,0.14393632,0.165577748,0.539593895,0.559974039,0.559974039,-0.012886876,0.085704114,-0.116434062,-0.046806559,-0.066802043,-0.101362039,-0.117889845,-0.153776273,-0.026901583,-0.101518839,-0.125087749,0.003532034,-0.081373136,-0.254480462,-0.093434759,-0.226129174,-0.211289484,-0.293855635,-0.239759915,-0.030809407,-0.214802263,-0.185307602,0.004896605,-0.16337159,-0.036283964,0.010088068,0.104638848,0.060928614,-0.002539185,-0.035436513,-0.035436513,-0.040014836,0.03436241,0.03436241,0.015905359,-0.001972056,-0.001972056,-0.055802795,0.000618552,0.000618552,-0.05636787,0.512725791,0.142793257,0.117431837,0.117431837,0.026491931,0.107763101,-0.264032782,-0.267561671,-0.267561671,-0.174482838,-0.218935159,0.340590211,0.011378314,-0.003952804,0.010049682,0.723912563,1,-0.015700894,-0.017299679,-0.0165822,0.500941341,0.503401722,0.652577975,-0.083158821,-0.491516009,-0.491516016,0.628497902,0.287358076,-0.608310997,-0.180357445,-0.198068433,-0.196721132,-0.081409966,-0.22546158,-0.023957372,-0.075859318,-0.22452788,-0.374755021,-0.404629477,-0.166136864,-0.017948991,0.127158179,-0.003770462,-0.276556508
CT,per_lot_su,,,,,,-0.021540472,-0.021540472,-0.021540472,0.133009468,0.258841894,0.284660951,0.701022894,0.471231576,0.25872014,-0.034251735,-0.064584078,0.04285795,0.159530448,0.1525837,0.275191001,0.275190782,0.275191,0.19817888,0.020805903,0.003811917,0.003841959,0.027282492,-0.0442534,0.114020621,0.272527418,0.16171577,0.371665649,0.000226156,0.001071034,-0.024785186,-0.021361219,-0.021361219,0.013162286,0.077828242,0.187400971,0.252347541,0.164336289,0.207038601,0.18348705,0.042903464,0.309944802,0.205202546,0.245470168,0.119989532,0.208426039,0.107106712,0.164705179,0.108051184,0.129525425,0.12267373,0.014361014,0.193832499,0.112105388,0.147549779,0.054060343,0.130617545,-0.033292427,0.110362785,0.152308449,0.044099674,0.0755642,0.19418379,0.19418379,0.221000061,0.407551029,0.407551029,0.483500535,0.39143784,0.39143784,0.080952304,0.264855689,0.264855689,0.038190748,-0.021567874,0.02433096,0.128259543,0.128259542,-0.064584078,0.000655296,0.161467966,0.061802713,0.061802713,0.305135743,0.282483445,-0.109310199,0.797199996,0.415883146,0.800069852,-0.032742879,-0.015700894,1,0.586882857,0.995434875,-0.02883578,-0.032037096,-0.040329086,-0.0088,0.102240182,0.102240182,-0.02750715,-0.0404367,0.044633835,0.143366904,0.084591559,0.101841453,0.154237415,0.087033429,0.17727587,0.146182017,0.008556739,0.169975976,0.128359444,-0.425724939,-0.253695654,-0.219901632,-0.151196959,0.176151165
CU,per_lot_st,,,,,,-0.009248434,-0.009248434,-0.009248434,0.075030795,0.088279824,0.167552318,0.567112436,0.306077437,0.104368356,0.000894754,-0.018478953,0.017510372,0.137535155,0.104785578,0.299071273,0.299070993,0.299071271,0.163545711,0.057876286,0.03105191,0.009673412,0.010227826,-0.024523025,0.03920856,0.264625255,0.076846403,0.209223499,0.005744738,-0.007041487,-0.010238179,-0.008864191,-0.008864191,0.018023819,0.069967759,0.12851646,0.193224333,0.108216895,0.133563771,0.125759195,-0.000215377,0.176312921,0.132385135,0.132693559,0.052129573,0.145533064,0.061929277,0.097227683,0.056423276,0.061380558,0.064114678,-0.023345158,0.122955765,0.051979505,0.071719625,0.003390714,0.077177973,-0.046489134,0.006267653,0.107800636,0.028175202,0.048892836,0.145972527,0.145972527,0.17302466,0.434705366,0.434705366,0.549118395,0.317277542,0.317277542,0.009796777,0.138349032,0.138349032,-0.008970668,-0.009274041,0.007036485,0.075958488,0.075958488,-0.018478953,0.023714363,0.100171081,0.005430446,0.005430447,0.24453809,0.246326321,-0.041207732,0.48742602,0.801710641,0.565000672,-0.013668602,-0.017299679,0.586882857,1,0.661481359,-0.012055441,-0.013183704,-0.015431473,0.011579878,0.044497909,0.044497941,-0.011039031,-0.018268187,0.019046551,0.073074041,0.040683839,0.04941338,0.10617193,0.05304356,0.098497509,0.079610889,-0.017145816,0.086432949,0.055913686,-0.398934369,-0.204200895,-0.179685303,-0.078502568,0.089893796
CV,per_pk_lot,,,,,,-0.021042124,-0.021042124,-0.021042124,0.132044904,0.250159521,0.283419326,0.71617579,0.472560099,0.251943259,-0.031620203,-0.061999477,0.041761342,0.163978354,0.153683341,0.290150865,0.290150629,0.290150864,0.202842493,0.026093916,0.007191224,0.004698994,0.026476227,-0.043880618,0.110233903,0.283623442,0.158848606,0.368919665,0.000886743,0.000162045,-0.024164245,-0.020830818,-0.020830818,0.014316281,0.080336605,0.188730429,0.256515167,0.164973641,0.207514734,0.184780018,0.039714081,0.307871258,0.205675144,0.24300947,0.117285674,0.210210845,0.106508177,0.164020015,0.1067339,0.127208871,0.121184722,0.010549969,0.19403194,0.109965304,0.14512271,0.050473216,0.130082661,-0.036317291,0.102962715,0.153783702,0.044168709,0.07575507,0.197070658,0.197070658,0.22509823,0.428738363,0.428738363,0.51257395,0.399971091,0.399971091,0.076137183,0.261632087,0.261632087,0.034316806,-0.021070523,0.023366286,0.127754864,0.127754864,-0.061999477,0.00340254,0.161368287,0.057885003,0.057885004,0.311458975,0.290688023,-0.106106402,0.795866848,0.479718248,0.807669491,-0.031939396,-0.0165822,0.995434875,0.661481359,1,-0.028130247,-0.031228479,-0.039173908,-0.006785836,0.099945712,0.099945716,-0.026779879,-0.03960788,0.043587253,0.141407952,0.083149019,0.100155792,0.155378323,0.086867779,0.175813171,0.144786209,0.00590451,0.167629485,0.125484428,-0.441355422,-0.259057502,-0.224865766,-0.149300519,0.173757245
CW,road_allft,,,,,,0.811212287,0.811212287,0.811212287,-0.283111235,-0.13499525,-0.07587364,-0.12233963,-0.2066699,-0.219838898,0.345779538,0.542186061,-0.479301451,0.095858946,0.0963814,-0.076945684,-0.07694579,-0.076945686,-0.090876917,0.067156839,0.10464628,0.080602482,0.325011613,0.140206145,-0.037046253,0.021976504,0.40031032,-0.138696079,0.183147757,0.18322457,0.447764064,0.347737243,0.347737244,-0.002600879,0.407081576,0.020580818,-0.042964697,0.178543924,0.009135716,0.033806276,-0.054250286,-0.066559345,0.009751146,-0.086008818,0.237567301,0.102994827,-0.254268459,-0.094759456,-0.184565312,-0.239026319,-0.281336988,-0.207275058,-0.097469038,-0.242388243,-0.184818322,-0.010572413,-0.131876103,-0.096228664,-0.079447523,0.037909287,-0.058255521,-0.071490639,0.041743535,0.041743535,-0.01348173,0.036589798,0.036589798,-0.006335111,0.04507341,0.04507341,-0.107706331,0.074254296,0.074254296,-0.087338739,0.811742169,0.256417839,0.479464223,0.479464223,0.542186061,0.542840637,-0.256886062,-0.25912764,-0.25912764,-0.127112186,-0.168343118,0.461330047,0.022892413,0.004306422,0.021917213,0.577618635,0.500941341,-0.02883578,-0.012055441,-0.028130247,1,0.996357426,0.79178598,0.118124922,-0.340710983,-0.340711008,0.471557765,0.322963013,-0.490124475,-0.180737225,-0.156109383,-0.233363845,-0.073591024,-0.240436573,-0.088362921,-0.083088047,-0.190566721,-0.293334559,-0.312145147,-0.047920447,0.028698168,0.111452908,0.006089236,-0.279027144
CX,rd_walk_ft,,,,,,0.820217286,0.820217286,0.820217286,-0.278609636,-0.137284904,-0.097586204,-0.12568292,-0.214570437,-0.226121269,0.341379397,0.533085049,-0.491038448,0.068382393,0.081941592,-0.078204916,-0.078205014,-0.078204917,-0.090546103,0.063462046,0.100504947,0.07258728,0.32258622,0.13971372,-0.04165352,0.007205022,0.376370948,-0.13863473,0.181437667,0.181504527,0.456920037,0.354963562,0.354963562,-0.00516491,0.405967709,0.016493376,-0.044311929,0.175172617,0.000430185,0.023332585,-0.05404931,-0.069855895,0.001055414,-0.092562728,0.21090811,0.095064832,-0.256507664,-0.095102566,-0.189017227,-0.247096253,-0.292491376,-0.20689959,-0.100390894,-0.250436035,-0.190668232,-0.036593676,-0.138383322,-0.096219592,-0.084644775,0.035238696,-0.061085701,-0.072702255,0.025463701,0.025463701,-0.025291229,0.02147698,0.02147698,-0.018842029,0.023119969,0.023119969,-0.109206414,0.05156756,0.05156756,-0.086315139,0.82107934,0.245648875,0.459533478,0.459533478,0.533085049,0.535201326,-0.254425668,-0.254308541,-0.254308541,-0.13428843,-0.177086766,0.472117864,0.015680891,0.001491774,0.014810955,0.589767463,0.503401722,-0.032037096,-0.013183704,-0.031228479,0.996357426,1,0.804582753,0.11118413,-0.342596883,-0.342596904,0.482116899,0.321848382,-0.496910978,-0.186042076,-0.160138035,-0.241117547,-0.079028351,-0.242432358,-0.091571841,-0.084049266,-0.189706558,-0.299703587,-0.316653609,-0.035263471,0.035653583,0.11517285,0.007249379,-0.285137828
CY,rd_walk_10,,,,,,0.770486232,0.770486232,0.770486232,-0.346356943,-0.198135668,-0.116474348,-0.156510934,-0.27419363,-0.295634543,0.191020023,0.196331317,-0.658956135,0.070872477,0.107426716,-0.096702709,-0.096702777,-0.096702709,-0.114306521,0.088510366,0.10535752,0.083670192,0.324110237,0.147060871,-0.071783602,0.009627185,0.104699143,-0.171062046,0.206300819,0.214563351,0.615292547,0.490304837,0.490304837,-0.002750907,0.32243069,-0.060520719,-0.053171155,0.079577961,-0.08164617,-0.044400146,-0.048906696,-0.086858111,-0.080723494,-0.107905807,0.027323744,-0.004060301,-0.320945638,-0.120266973,-0.247081717,-0.312529568,-0.36385519,-0.249744051,-0.125567731,-0.316904496,-0.236708606,-0.065613614,-0.182544815,-0.107303335,-0.107691293,0.057102599,-0.068644468,-0.066740063,0.05482741,0.05482741,-0.018211089,0.035604797,0.035604797,-0.015186609,-0.010424419,-0.010424419,-0.132779436,0.040116053,0.040116053,-0.103554263,0.771384121,0.265883697,0.194090431,0.19409043,0.196331317,0.309136199,-0.310665608,-0.312444145,-0.312444145,-0.146224646,-0.196163788,0.630238457,0.022634655,0.004442379,0.021695982,0.765138477,0.652577975,-0.040329086,-0.015431473,-0.039173908,0.79178598,0.804582753,1,0.180324243,-0.411843455,-0.411843455,0.63986527,0.350455901,-0.660112109,-0.23038537,-0.225335295,-0.297760851,-0.097391247,-0.292164537,-0.114591071,-0.10637889,-0.232595593,-0.370883134,-0.394067469,-0.074034554,0.029249846,0.116981204,0.007347608,-0.356362264
CZ,sidewk_ft2,,,,,,-0.033840564,-0.033840564,-0.033840564,-0.187112992,-0.076236834,-0.003771086,-0.053435956,-0.10948237,-0.145571631,0.403118183,0.355372249,-0.085358748,0.343938081,0.175431553,-0.061354362,-0.061354199,-0.061354363,-0.10167813,0.050120614,0.18375402,0.200943358,0.448314041,0.236097409,0.130653657,0.062312916,0.316845488,-0.107899028,0.269394893,0.213697143,-0.096475132,-0.089547853,-0.089547853,0.055133405,0.655983881,0.281804228,0.057267585,0.550616813,0.174089305,0.350953797,0.341130417,-0.029988158,0.17921163,0.118581617,0.132374783,0.322053285,-0.128097639,-0.08765557,-0.000232872,-0.184614965,-0.138048013,-0.073696983,-0.110374041,-0.184297401,-0.110220527,-0.029587119,0.00435994,-0.102566219,-0.100273313,-0.038515951,-0.154668495,-0.073281047,0.477247983,0.477247983,0.213029065,0.197816501,0.197816501,0.090161587,0.151058604,0.151058604,-0.121849777,0.215073499,0.215073499,-0.100977643,-0.034107452,0.474003202,0.188210011,0.188210013,0.355372249,0.586496707,-0.181078108,-0.247747698,-0.247747698,0.154252011,0.14405085,0.690595569,0.146597577,0.063650681,0.145348852,0.119017281,-0.083158821,-0.0088,0.011579878,-0.006785836,0.118124922,0.11118413,0.180324243,1,0.176754109,0.176754107,-0.120952011,0.224990378,-0.122455137,-0.116735147,0.001965826,-0.181375554,-0.004347335,-0.126332772,-0.103213449,-0.085754587,-0.094084626,0.03128219,0.038474904,-0.175008577,-5.54226E-05,-0.085575393,0.014570165,-0.143868836
DA,sidewk_rdn,,,,,,-0.225450223,-0.225450222,-0.225450223,0.425686237,0.234788447,0.060909621,0.265210471,0.335583995,0.347846311,-0.108544373,-0.104501124,0.422448124,0.006528916,-0.008704706,0.156142393,0.156142531,0.156142393,0.184469916,-0.030022064,-0.037783655,-0.027307417,-0.128426773,0.007266264,0.095357908,-0.043054832,-0.051010099,0.259924196,-0.079424329,-0.116381887,-0.255446228,-0.222276421,-0.222276421,0.01093762,-0.127387094,0.149290465,0.108823617,0.110560457,0.11997419,0.121267635,0.231675325,0.125817225,0.119007216,0.221677132,-0.041373111,0.134060582,0.385435808,0.169810769,0.374835332,0.327975721,0.384716586,0.415571497,0.175877119,0.331515914,0.367472045,0.020177658,0.29696055,0.172689413,0.168549453,0.063366946,0.082399092,0.159501666,0.115267463,0.115267463,0.127677306,0.040209513,0.040209513,0.078652222,0.098615387,0.098615387,0.166629257,-0.002415462,-0.002415462,0.093210142,-0.225815049,-0.170151714,-0.136580387,-0.136580386,-0.104501124,-0.1584125,0.459367421,0.432686036,0.432686036,0.194616202,0.212930537,-0.281016382,0.062569042,0.022585396,0.061401568,-0.327683722,-0.491516009,0.102240182,0.044497909,0.099945712,-0.340710983,-0.342596883,-0.411843455,0.176754109,1,1,-0.283971104,-0.331799097,0.435434947,0.352937192,0.321943597,0.292335517,0.139214902,0.345842347,0.162551033,0.150167094,0.375018196,0.742326345,0.753465222,-0.05446726,0.188459956,-0.090435404,0.06345,0.486482425
DB,side_c_per,,,,,,-0.225450234,-0.225450233,-0.225450234,0.425686204,0.234788448,0.06090961,0.265210481,0.335583984,0.347846282,-0.108544364,-0.104501139,0.422448109,0.006528907,-0.008704729,0.156142428,0.156142567,0.156142428,0.184469904,-0.030022054,-0.037783678,-0.027307417,-0.128426756,0.007266273,0.095357864,-0.043054883,-0.051010157,0.259924187,-0.079424282,-0.116381859,-0.255446227,-0.22227642,-0.22227642,0.01093765,-0.127387082,0.149290472,0.108823604,0.110560465,0.119974201,0.121267647,0.231675316,0.12581726,0.119007222,0.221677143,-0.041373098,0.134060585,0.385435788,0.16981076,0.374835327,0.327975717,0.384716595,0.415571477,0.175877122,0.331515904,0.367472022,0.020177647,0.29696055,0.172689403,0.168549453,0.063366989,0.082399083,0.159501705,0.115267464,0.115267464,0.127677315,0.040209512,0.040209512,0.078652238,0.098615375,0.098615375,0.166629221,-0.002415484,-0.002415484,0.093210111,-0.22581506,-0.170151738,-0.13658041,-0.136580408,-0.104501139,-0.158412501,0.459367392,0.432686006,0.432686006,0.194616155,0.212930527,-0.281016373,0.062569057,0.022585424,0.061401586,-0.327683719,-0.491516016,0.102240182,0.044497941,0.099945716,-0.340711008,-0.342596904,-0.411843455,0.176754107,1,1,-0.283971096,-0.331799105,0.435434945,0.352937172,0.321943594,0.292335514,0.139214888,0.345842325,0.162551049,0.150167083,0.37501818,0.742326335,0.753465214,-0.054467247,0.188459998,-0.090435364,0.063449994,0.486482411
