col,var,stfid,fipsstco,tract,group,ct_bg_id,area_sqft,area_sqmi,area_acres,int_densit,rfa,mix_fl_3,nrd_06_upd,wlk_ind_06,walk_index,num_hous_h,tot_pop,urban_bg,fast_fd_ct,grocery_ct,fast_f_den,ff_dens_ac,ff_den_100,grocer_den,library_p,child_care,chld_cr_ct,park_count,elem_sch_p,bus_stop_p,lrt_cr_stp,bus_stp_ct,bus_sp_den,park_prese,park_inter,p_acreage,pk_acr_den,pk_den1000,hospital_p,du_tot2010,du_res_day,du_res_lib,du_res_par,du_res_gro,du_res_fas,du_res_ele,du_health,du_heafood,du_hou_tsa,du_pollu,du_hou_bik,per_du_day,per_du_lib,per_du_par,per_du_gro,per_du_ff,per_du_ele,per_du_hea,per_duhfoo,per_du_tsa,per_du_pol,per_dubik2,ct_minori,ct_low_inc,ct_low_mob,ct_low_com,ct_concern,ct_ma_misc,ct_mali_yr,crim_mapop,ct_violnt5,ct_vio_yr2,crm_rt_vio,ped_inv_ct,ped_dayyr2,ped_c_rate,cyc_inv_ct,cyc_dayyr2,cyc_c_rate,daypoparea,daypop_per,day_pop_bg,daypop_1x3,totpop1000,res_pop_10,pop_den_10,pop_den_mi,pop_den_ac,arter_den,traf_volum,tot_par_ct,lot_sur_ct,lot_str_ct,pk_lot_ct,vacnt_ct,per_vacant,per_lot_su,per_lot_st,per_pk_lot,road_allft,rd_walk_ft,rd_walk_10,sidewk_ft2,sidewk_rdn,side_c_per,side_none,side_parti,side_atlas,cn_transit,cn_parks,cn_he_food,cn_trails,cn_daycare,cn_health,cn_library,cn_elem_sc,cs_tis,cs_ypas,cs_pai,cs_ped_saf,cs_cyc_saf,cs_tsfy,nu_cn_indi
BD,per_du_gro,,,,,,-0.153376,-0.153375999,-0.153376,0.555062716,0.496482601,0.456599842,0.324049123,0.62306279,0.655054877,-0.056471739,-0.086771531,0.311833986,0.108654559,0.254017835,0.268442225,0.268442412,0.268442226,0.356066085,0.055405613,0.027866758,0.043999032,-0.158197616,-0.055414687,0.21651819,0.051402039,0.054730486,0.371190546,-0.141022957,-0.180151261,-0.175713298,-0.15619267,-0.156192671,0.024579349,-0.105037262,0.325291391,0.271841671,0.11801865,0.571529861,0.357312821,0.246358106,0.315943795,0.55824311,0.35779135,0.039871576,0.160731988,0.584220913,0.346730242,0.377022462,1,0.765720879,0.422260595,0.381460989,0.987965515,0.532666753,0.118895252,0.316672187,0.293504872,0.32527411,0.068181039,0.339704163,0.217635469,0.185197221,0.185197221,0.150068752,0.257303665,0.257303665,0.22140711,0.310119097,0.310119097,0.327089597,0.213689672,0.213689672,0.229730874,-0.153783388,-0.166258227,-0.111014141,-0.111014142,-0.086771531,-0.176991917,0.514313148,0.507104552,0.507104553,0.21796294,0.279291895,-0.398438348,0.139698169,0.054833983,0.137701986,-0.21659465,-0.211289484,0.129525425,0.061380558,0.127208871,-0.239026319,-0.247096253,-0.312529568,-0.184614965,0.327975721,0.327975717,-0.173860164,-0.285983667,0.321082221,0.504206441,0.318456653,0.90926859,0.183607404,0.509686945,0.354752354,0.305049202,0.391667541,0.526025195,0.521821864,-0.22487779,-0.223081995,-0.182300466,-0.131091375,0.753890462
BE,per_du_ff,,,,,,-0.188033291,-0.18803329,-0.188033291,0.530372095,0.496899607,0.492316971,0.323815603,0.627068504,0.644180686,-0.037124166,-0.089747726,0.366795979,0.160782574,0.182298174,0.280608053,0.280608176,0.280608054,0.294165452,0.058117084,0.040420779,0.0666533,-0.153424522,-0.0591372,0.239382592,0.058191478,0.067888005,0.36675578,-0.151171994,-0.170171814,-0.203141995,-0.180254787,-0.180254788,0.036806798,-0.077635007,0.349421049,0.257430901,0.153023558,0.446729102,0.500857652,0.265435223,0.303164697,0.444532747,0.374275503,0.06698717,0.206608321,0.601707891,0.320835721,0.394112685,0.765720879,1,0.417779838,0.369286358,0.768499109,0.542678886,0.119548124,0.350191279,0.265074163,0.289812567,0.070179088,0.294322427,0.221505601,0.218190786,0.218190786,0.198329744,0.251749484,0.251749484,0.225472391,0.306946086,0.306946086,0.322682188,0.223676714,0.223676714,0.232419317,-0.188582534,-0.193818432,-0.112377232,-0.112377231,-0.089747726,-0.172509061,0.512464864,0.501426306,0.501426306,0.28162317,0.340009665,-0.419764989,0.138802444,0.05876385,0.137412049,-0.261912501,-0.293855635,0.12267373,0.064114678,0.121184722,-0.281336988,-0.292491376,-0.36385519,-0.138048013,0.384716586,0.384716595,-0.246305205,-0.301832019,0.385214451,0.513065171,0.331318865,0.699055612,0.232968912,0.535138219,0.343118478,0.287540355,0.39478753,0.570754802,0.558946591,-0.258522543,-0.251475844,-0.223830664,-0.126429003,0.722626295
BF,per_du_ele,,,,,,-0.129280505,-0.129280504,-0.129280505,0.459418406,0.162888944,0.055951803,0.09670226,0.267327799,0.35999098,-0.102497561,-0.052946459,0.24453284,-0.052892168,0.0460231,0.084359898,0.084360271,0.084359898,0.202356034,0.009964816,0.104775886,0.106685702,-0.15167323,0.270469412,0.108291001,-0.070762707,-0.054476657,0.222438843,-0.12280895,-0.156102508,-0.134753484,-0.121051923,-0.121051923,-0.031003606,-0.142173168,0.192377491,0.092719888,0.057268807,0.143983507,0.103432918,0.652117721,0.132353987,0.13800267,0.18199166,-0.024272282,0.035480637,0.495710741,0.191533709,0.293450974,0.422260595,0.417779838,1,0.21427868,0.420365823,0.372420697,0.047084401,0.177209281,0.332263682,0.271549129,0.042888081,0.325752069,0.224775806,0.047870596,0.047870596,0.038261459,0.042969144,0.042969144,0.019612582,0.109060134,0.109060134,0.267192416,-0.004528704,-0.004528704,0.154134782,-0.129678439,-0.151680765,-0.16270977,-0.162709771,-0.052946459,-0.133766271,0.452833604,0.451823161,0.451823161,0.084183623,0.086014741,-0.245425814,-0.003116715,-0.036937843,-0.00801869,-0.180176446,-0.239759915,0.014361014,-0.023345158,0.010549969,-0.207275058,-0.20689959,-0.249744051,-0.073696983,0.415571497,0.415571477,-0.152305387,-0.231504108,0.25797681,0.352167716,0.266718807,0.374057741,0.017374894,0.439003975,0.190778518,0.172053201,0.910544971,0.430885054,0.681722036,-0.00278722,-0.01086126,-0.065422583,-0.068899432,0.615261013
BG,per_du_hea,,,,,,-0.056057659,-0.056057658,-0.056057659,0.395491186,0.308765947,0.342427603,0.304646978,0.461915082,0.480692674,-0.047517541,-0.03163944,0.11058983,0.092599661,0.173326464,0.242214386,0.242214244,0.242214384,0.286946124,0.066753319,0.056514869,0.058140874,-0.06173339,-0.050651492,0.18598469,0.079890163,0.098549919,0.38589128,-0.06174386,-0.097885859,-0.058146766,-0.049877989,-0.049877989,0.171029355,-0.049584273,0.216773489,0.219880066,0.098849815,0.216079128,0.168399591,0.128839272,0.819285037,0.210549843,0.268070436,0.013523696,0.118472066,0.368561634,0.263661895,0.248428717,0.381460989,0.369286358,0.21427868,1,0.372150643,0.400963238,0.063170632,0.223991361,0.273385333,0.399452864,0.222231993,0.349143056,0.249539013,0.221317342,0.221317342,0.185200261,0.291689949,0.291689949,0.259568038,0.338113183,0.338113183,0.274408539,0.237264246,0.237264246,0.177400467,-0.056162272,-0.054178466,-0.026175952,-0.026175953,-0.03163944,-0.060305622,0.395215029,0.338515976,0.338515978,0.184608223,0.239362774,-0.214614996,0.205959872,0.105696002,0.206459057,-0.075215483,-0.030809407,0.193832499,0.122955765,0.19403194,-0.097469038,-0.100390894,-0.125567731,-0.110374041,0.175877119,0.175877122,-0.055232085,-0.121372023,0.123667803,0.366840122,0.19551155,0.325124575,0.146580549,0.30142836,0.94852453,0.244429136,0.200165507,0.35793057,0.311759424,-0.280004786,-0.234428873,-0.167668789,-0.235276497,0.547845676
BH,per_duhfoo,,,,,,-0.156314829,-0.156314829,-0.156314829,0.554676954,0.480900506,0.449195166,0.305424933,0.608492001,0.647967887,-0.053047133,-0.083988566,0.313223345,0.10320038,0.244166624,0.260593543,0.26059371,0.260593545,0.345133415,0.053298428,0.027356451,0.042745511,-0.156471239,-0.060918341,0.218956066,0.040271728,0.049316891,0.358867987,-0.137415512,-0.175087958,-0.179854352,-0.159670552,-0.159670553,0.023224655,-0.106062505,0.326357528,0.263169777,0.118410953,0.563602709,0.358715024,0.245643076,0.305064322,0.564342137,0.353829281,0.04069271,0.153239644,0.586554564,0.340168858,0.380997757,0.987965515,0.768499109,0.420365823,0.372150643,1,0.532900872,0.119617678,0.306800303,0.297927955,0.31913427,0.061785156,0.329700676,0.216950548,0.177315998,0.177315998,0.140692655,0.244633687,0.244633687,0.20651974,0.296193925,0.296193925,0.326754852,0.205734733,0.205734733,0.231933438,-0.156718673,-0.168397419,-0.11468145,-0.11468145,-0.083988566,-0.177033857,0.507983495,0.511176054,0.511176054,0.205506006,0.266603119,-0.399185076,0.123170284,0.047309339,0.121266624,-0.220158953,-0.214802263,0.112105388,0.051979505,0.109965304,-0.242388243,-0.250436035,-0.316904496,-0.184297401,0.331515914,0.331515904,-0.178700687,-0.282451869,0.31916266,0.502888767,0.320723175,0.918927619,0.178716225,0.512330117,0.344887281,0.298418396,0.390324924,0.523287622,0.520272714,-0.207346792,-0.210103291,-0.176504204,-0.125122834,0.751274641
BI,per_du_tsa,,,,,,-0.114089786,-0.114089786,-0.114089786,0.548053832,0.419402017,0.321858958,0.337705088,0.553413496,0.58021656,-0.093760626,-0.084692975,0.22106056,0.091488081,0.171482703,0.214889231,0.214889156,0.21488923,0.291362314,0.001873637,-0.009667799,-0.007285294,-0.079426244,-0.04999697,0.231094323,0.141558931,0.085619882,0.361651169,-0.08966058,-0.136214826,-0.126622426,-0.109284183,-0.109284183,0.069196624,-0.093818541,0.215499442,0.162545777,0.098457575,0.280843556,0.233494403,0.214339825,0.311713706,0.276635976,0.6983686,0.038368487,0.176302786,0.434918819,0.210135179,0.321734176,0.532666753,0.542678886,0.372420697,0.400963238,0.532900872,1,0.110614175,0.341678133,0.392629531,0.366603927,0.088348203,0.392122285,0.316164499,0.267324438,0.267324438,0.249167095,0.250807802,0.250807802,0.246954831,0.308600562,0.308600562,0.264714538,0.174339897,0.174339897,0.122019701,-0.114314907,-0.07867797,-0.040356833,-0.040356834,-0.084692975,-0.107113467,0.522349711,0.454991045,0.454991045,0.176076847,0.267117251,-0.308839106,0.163987736,0.057225705,0.160655245,-0.169771178,-0.185307602,0.147549779,0.071719625,0.14512271,-0.184818322,-0.190668232,-0.236708606,-0.110220527,0.367472045,0.367472022,-0.137922357,-0.217837984,0.233396363,0.963477927,0.259066484,0.462126306,0.226815382,0.375588991,0.365503816,0.190549885,0.356234074,0.763920831,0.507084925,-0.256390758,-0.153301931,-0.099187011,-0.097364718,0.698299336
BJ,per_du_pol,,,,,,-0.028869359,-0.02886936,-0.028869359,-0.010460152,0.052533856,0.188258393,0.083413642,0.107748898,0.10445163,0.02348973,0.033416504,0.061437603,0.046827729,0.073843038,-0.018518857,-0.018518824,-0.018518857,0.03378708,0.002255128,-0.012789352,-0.004926098,-0.036222769,-0.025117765,0.03839759,0.106937897,0.079376922,0.031439948,-0.00263166,-0.011712885,-0.025689706,-0.018734373,-0.018734373,0.005557066,0.016058383,0.02764343,-0.023073391,0.020509858,0.075260287,0.082536637,0.034688092,0.039102263,0.07706869,0.077102522,0.743610194,0.087189142,0.023646588,-0.01347771,0.051173178,0.118895252,0.119548124,0.047084401,0.063170632,0.119617678,0.110614175,1,0.129954865,0.054776344,0.176949984,0.062097691,0.103851571,0.053468468,0.069376492,0.069376492,0.056286233,0.08372692,0.08372692,0.074034665,0.120434559,0.120434559,0.063134338,0.057767557,0.057767557,-0.004076171,-0.028969795,0.054946133,0.039351998,0.039352,0.033416504,0.030560211,0.060874789,0.02288027,0.022880269,0.013973979,0.018425309,-0.121269666,0.075628851,0.023695415,0.073718513,-0.044995964,0.004896605,0.054060343,0.003390714,0.050473216,-0.010572413,-0.036593676,-0.065613614,-0.029587119,0.020177658,0.020177647,-0.060683885,-0.040562309,0.072013743,0.109170032,0.035808482,0.111551449,0.095669855,0.03469819,0.050846612,-0.002725849,0.043219026,0.116633609,0.089856417,-0.055745896,-0.03382906,0.045226048,0.006107128,0.110258005
BK,per_dubik2,,,,,,-0.097808235,-0.097808235,-0.097808235,0.343982866,0.317538432,0.261086814,0.273626776,0.405447889,0.406030787,-0.018971558,-0.068133683,0.190084851,0.076662611,0.112656206,0.161233001,0.161233078,0.161233001,0.188894508,0.035870066,-0.021187592,-0.016582922,0.000845285,-0.0183839,0.055011945,0.058996437,0.028183634,0.215998292,-0.010569909,-0.013611236,-0.123979834,-0.106047735,-0.106047734,0.007398572,-0.006769894,0.168688068,0.176542426,0.145758664,0.20098694,0.200729056,0.135813843,0.182375674,0.195424999,0.247322808,0.083165684,0.68983788,0.273175715,0.191796459,0.271943327,0.316672187,0.350191279,0.177209281,0.223991361,0.306800303,0.341678133,0.129954865,1,0.076502027,0.210703138,0.067849703,0.11949314,0.039594851,0.184224895,0.184224895,0.200697151,0.165587446,0.165587446,0.19045005,0.219258253,0.219258253,0.19099618,0.197864696,0.197864696,0.167562302,-0.097990716,-0.078229092,-0.029292771,-0.029292771,-0.068133683,-0.06590477,0.272456331,0.242360835,0.242360835,0.130616835,0.183424212,-0.190763252,0.14960012,0.082000048,0.150686675,-0.139254085,-0.16337159,0.130617545,0.077177973,0.130082661,-0.131876103,-0.138383322,-0.182544815,0.00435994,0.29696055,0.29696055,-0.136328203,-0.141921177,0.193591902,0.320892209,0.22363149,0.251434557,0.570332424,0.246094304,0.202553052,0.157640876,0.154090262,0.732548786,0.631457607,-0.185107167,-0.093870582,0.230672203,-0.070701296,0.537154578
BL,ct_minori,,,,,,-0.023530209,-0.023530209,-0.023530209,0.326557426,0.067495264,0.059852031,0.064132976,0.176200434,0.262029015,-0.12548407,0.000267113,0.095844525,-0.016044465,0.066701544,0.070913986,0.070914193,0.070913988,0.159512328,-0.009679883,0.008848859,-0.002256698,-0.089160009,0.044620668,0.167324595,-0.02976757,0.003031612,0.159386164,-0.091118981,-0.129045704,-0.060110714,-0.064082403,-0.064082403,-0.005659565,-0.125841166,0.062963956,0.024393233,0.020961873,0.067365832,0.021355387,0.175592949,0.193760891,0.065775518,0.210628096,-0.020780761,-0.042815592,0.263117826,0.067369799,0.206917556,0.293504872,0.265074163,0.332263682,0.273385333,0.297927955,0.392629531,0.054776344,0.076502027,1,0.336949686,-0.032547476,0.604246905,0.737319701,0.157671079,0.157671079,0.1113019,0.157461127,0.157461127,0.101936341,0.144556167,0.144556167,0.210378453,0.033817072,0.033817072,0.082296563,-0.024000375,-0.027380039,-0.1099919,-0.1099919,0.000267113,-0.019148921,0.414891813,0.381213392,0.381213391,0.010835673,0.116533953,-0.163589902,-0.019675854,-0.044320234,-0.024463459,-0.039564162,-0.036283964,-0.033292427,-0.046489134,-0.036317291,-0.096228664,-0.096219592,-0.107303335,-0.102566219,0.172689413,0.172689403,-0.041799989,-0.137786181,0.113122776,0.359226348,0.180869215,0.264074444,-0.000210187,0.234671263,0.240141933,0.057762711,0.302995362,0.28678073,0.284894921,-0.102413129,-0.07439532,-0.059163287,-0.076327827,0.362701597
BM,ct_low_inc,,,,,,-0.045540763,-0.045540763,-0.045540763,0.355610121,0.203445159,0.216140755,0.174352916,0.32598538,0.411661759,-0.105460829,0.010452742,0.084757371,0.04913673,0.176354367,0.124180182,0.124180409,0.124180181,0.291774353,-0.003744004,0.039608156,0.074015739,-0.061022446,-0.01963635,0.123910537,0.080114059,0.062925039,0.240670679,-0.05089563,-0.077493073,-0.051625384,-0.044625682,-0.044625683,0.014956629,-0.097480991,0.11019203,0.051125803,0.031485379,0.114675828,0.06672994,0.113924178,0.273407413,0.109592995,0.183514876,0.054388095,0.052379017,0.308719939,0.100829749,0.191935039,0.32527411,0.289812567,0.271549129,0.399452864,0.31913427,0.366603927,0.176949984,0.210703138,0.336949686,1,0.262491445,0.512665502,0.303532655,0.167329397,0.167329397,0.124518962,0.232487046,0.232487046,0.179284317,0.257446359,0.257446359,0.255545781,0.11168407,0.11168407,0.086884617,-0.045726925,0.023487943,0.021297753,0.021297751,0.010452742,-0.015131451,0.47961593,0.39951994,0.399519941,0.083071274,0.081171728,-0.18749087,0.099186993,0.000818851,0.092490866,-0.0544086,0.010088068,0.110362785,0.006267653,0.102962715,-0.079447523,-0.084644775,-0.107691293,-0.100273313,0.168549453,0.168549453,-0.055767697,-0.085107677,0.089245064,0.343897692,0.148526439,0.265541518,0.071922682,0.252454272,0.366286968,0.087475983,0.23186808,0.333347603,0.304617467,-0.159065256,-0.113036486,-0.017930192,-0.101919366,0.392791064
BN,ct_low_mob,,,,,,0.085996327,0.085996327,0.085996327,0.105400628,0.100510806,0.120023289,0.199108746,0.180467409,0.167011805,-0.053130601,-0.078002013,-0.036564256,0.055240107,0.080809674,0.11614675,0.116146898,0.116146751,0.132655543,0.028319314,-0.01741607,-0.004426815,0.011048778,-0.073854982,-0.016222636,0.077940048,0.037163717,0.167516529,-0.009620791,-0.039011857,0.069149318,0.081836961,0.08183696,-0.009571097,-0.035596066,0.025538297,0.073975819,-0.002807675,0.030062567,0.008709012,-0.032791283,0.190779047,0.027006233,0.053573623,0.02732484,0.032822447,0.068903478,0.079105727,0.030804092,0.068181039,0.070179088,0.042888081,0.222231993,0.061785156,0.088348203,0.062097691,0.067849703,-0.032547476,0.262491445,1,0.187379014,0.421621019,0.058315516,0.058315516,0.071248782,0.13814537,0.13814537,0.143151743,0.139092319,0.139092319,0.079701605,0.050069944,0.050069944,-0.003111416,0.086088101,0.007087652,0.014543557,0.014543555,-0.078002013,-0.061057663,0.163640143,0.115457672,0.115457674,0.105468408,0.061207093,-0.056610297,0.149968229,0.094979717,0.152827217,0.075706149,0.104638848,0.152308449,0.107800636,0.153783702,0.037909287,0.035238696,0.057102599,-0.038515951,0.063366946,0.063366989,0.090984008,-0.030920928,-0.03020448,0.090756714,0.017996055,0.041206487,-0.019236796,0.047258439,0.210937498,0.081993763,0.030614776,0.098096343,0.074039456,-0.158902828,-0.082114378,-0.042476816,-0.053687679,0.112483243
BO,ct_low_com,,,,,,0.010817605,0.010817604,0.010817605,0.310592073,0.080204051,0.167714995,0.147881127,0.242018018,0.304159797,-0.104572935,0.032872117,0.067004226,0.019593054,0.134182907,0.140753561,0.140753838,0.14075356,0.239729987,0.022964142,0.047547132,0.043009628,-0.103573568,0.025242965,0.192323563,0.031630799,0.033852635,0.237697458,-0.078714099,-0.141739689,-0.008894064,-0.016010943,-0.016010943,0.001503873,-0.125232045,0.094755172,0.05848935,-0.01606951,0.106210403,0.046832703,0.137669545,0.242204398,0.0992109,0.187828676,0.001042983,-0.012186234,0.300722537,0.100198653,0.151772152,0.339704163,0.294322427,0.325752069,0.349143056,0.329700676,0.392122285,0.103851571,0.11949314,0.604246905,0.512665502,0.187379014,1,0.515408091,0.17744719,0.17744719,0.07723696,0.257325353,0.257325353,0.156474499,0.237389569,0.237389569,0.245467118,0.047400733,0.047400733,0.060980294,0.010264055,0.010924258,-0.091852887,-0.091852888,0.032872117,-0.020746005,0.447278966,0.37892186,0.37892186,0.052567897,0.095004481,-0.169475241,0.018364572,0.001472522,0.017307726,0.002408725,0.060928614,0.044099674,0.028175202,0.044168709,-0.058255521,-0.061085701,-0.068644468,-0.154668495,0.082399092,0.082399083,0.02340481,-0.133484177,0.082119021,0.366722229,0.131926209,0.286827324,0.008777531,0.265024346,0.323041965,0.099108186,0.292020216,0.265613839,0.245665831,-0.145636161,-0.139426965,-0.039541408,-0.098705854,0.39194538
BP,ct_concern,,,,,,0.002839472,0.002839472,0.002839472,0.26298506,0.096112541,0.095684384,0.1509592,0.205052997,0.229531496,-0.138389319,-0.063892512,0.070786069,0.031436013,0.083105131,0.102620716,0.102620824,0.102620715,0.148326806,-0.020647597,-0.008890212,-0.01608618,-0.059266923,-0.027858975,0.102156946,0.025775188,0.035756524,0.176393474,-0.07977999,-0.136452133,-0.014016186,-0.004139349,-0.004139349,0.030028713,-0.122273015,0.043547426,0.018370884,0.007372824,0.048388925,0.013532932,0.069868107,0.203214703,0.045853766,0.188653604,-0.010558695,-0.047482653,0.198914877,0.049047022,0.154798546,0.217635469,0.221505601,0.224775806,0.249539013,0.216950548,0.316164499,0.053468468,0.039594851,0.737319701,0.303532655,0.421621019,0.515408091,1,0.142170212,0.142170212,0.131202552,0.166464051,0.166464051,0.147295696,0.162624275,0.162624275,0.148940158,0.054228145,0.054228145,0.032275723,0.002815877,-0.024240665,-0.03828666,-0.038286661,-0.063892512,-0.058762485,0.315759525,0.270476785,0.270476785,0.061991752,0.158494834,-0.160293657,0.084038641,0.03700112,0.083393803,-0.01990851,-0.002539185,0.0755642,0.048892836,0.07575507,-0.071490639,-0.072702255,-0.066740063,-0.073281047,0.159501666,0.159501705,-0.005756728,-0.129877239,0.085513299,0.296383797,0.137460764,0.194769119,-0.028593085,0.177624043,0.22626269,0.051014173,0.215325627,0.230178374,0.20905115,-0.165457093,-0.094375359,-0.09465858,-0.058967016,0.281166266
BQ,ct_ma_misc,,,,,,-0.043355157,-0.043355157,-0.043355157,0.096606536,0.158144083,0.359755959,0.240257877,0.290516754,0.229951954,0.312773149,0.260752182,0.028751701,0.53125213,0.444109507,0.2375566,0.237556644,0.237556598,0.173583947,0.09393204,0.224838633,0.252210366,0.248478993,0.157960085,0.304852471,0.2460445,0.421901422,0.188228947,0.175765665,0.130552844,-0.06405286,-0.069517111,-0.069517111,0.101116119,0.424322737,0.439329341,0.214466882,0.444387364,0.407437483,0.478564939,0.325444893,0.316546716,0.40578126,0.450817132,0.198037537,0.35985877,0.172021985,0.097990862,0.130347442,0.185197221,0.218190786,0.047870596,0.221317342,0.177315998,0.267324438,0.069376492,0.184224895,0.157671079,0.167329397,0.058315516,0.17744719,0.142170212,1,1,0.608564414,0.691158776,0.691158776,0.502415648,0.622836413,0.622836413,0.170053418,0.561688436,0.561688436,0.116576183,-0.043543284,0.32964562,0.17527916,0.175279161,0.260752182,0.350182637,0.126516102,0.05046284,0.05046284,0.294511364,0.393546959,0.225369645,0.36285303,0.150103935,0.358731511,0.012908055,-0.035436513,0.19418379,0.145972527,0.197070658,0.041743535,0.025463701,0.05482741,0.477247983,0.115267463,0.115267464,-0.082124526,0.033409657,0.013956754,0.239427107,0.104289063,0.146417119,0.161396538,0.144003062,0.203644751,0.082091698,0.03545177,0.253361184,0.172646115,-0.588673803,-0.332766562,-0.275539973,-0.18381235,0.236534704
BR,ct_mali_yr,,,,,,-0.043355157,-0.043355157,-0.043355157,0.096606536,0.158144083,0.359755959,0.240257877,0.290516754,0.229951954,0.312773149,0.260752182,0.028751701,0.53125213,0.444109507,0.2375566,0.237556644,0.237556598,0.173583947,0.09393204,0.224838633,0.252210366,0.248478993,0.157960085,0.304852471,0.2460445,0.421901422,0.188228947,0.175765665,0.130552844,-0.06405286,-0.069517111,-0.069517111,0.101116119,0.424322737,0.439329341,0.214466882,0.444387364,0.407437483,0.478564939,0.325444893,0.316546716,0.40578126,0.450817132,0.198037537,0.35985877,0.172021985,0.097990862,0.130347442,0.185197221,0.218190786,0.047870596,0.221317342,0.177315998,0.267324438,0.069376492,0.184224895,0.157671079,0.167329397,0.058315516,0.17744719,0.142170212,1,1,0.608564414,0.691158776,0.691158776,0.502415648,0.622836413,0.622836413,0.170053418,0.561688436,0.561688436,0.116576183,-0.043543284,0.32964562,0.17527916,0.175279161,0.260752182,0.350182637,0.126516102,0.05046284,0.05046284,0.294511364,0.393546959,0.225369645,0.36285303,0.150103935,0.358731511,0.012908055,-0.035436513,0.19418379,0.145972527,0.197070658,0.041743535,0.025463701,0.05482741,0.477247983,0.115267463,0.115267464,-0.082124526,0.033409657,0.013956754,0.239427107,0.104289063,0.146417119,0.161396538,0.144003062,0.203644751,0.082091698,0.03545177,0.253361184,0.172646115,-0.588673803,-0.332766562,-0.275539973,-0.18381235,0.236534704
BS,crim_mapop,,,,,,-0.039727914,-0.039727914,-0.039727914,0.144661244,0.199806816,0.270914568,0.243716037,0.292431987,0.235621829,-0.095510831,-0.112568307,0.043993665,0.3547433,0.3035028,0.21434811,0.214347907,0.214348108,0.154280649,0.058468653,0.092358439,0.10412527,0.148090266,0.005179647,0.184889218,0.2186293,0.24460425,0.188964594,0.078149748,0.052379507,-0.053068806,-0.045676293,-0.045676293,0.070234813,0.102939371,0.175812195,0.131578196,0.208340177,0.10726829,0.189051579,0.101874995,0.184392708,0.103751113,0.283123729,0.074630377,0.217846109,0.15573217,0.127070995,0.148584472,0.150068752,0.198329744,0.038261459,0.185200261,0.140692655,0.249167095,0.056286233,0.200697151,0.1113019,0.124518962,0.071248782,0.07723696,0.131202552,0.608564414,0.608564414,1,0.453244715,0.453244715,0.674741427,0.419341594,0.419341594,0.145540099,0.368735338,0.368735338,0.107951066,-0.039940883,0.033590796,0.106095544,0.106095543,-0.112568307,0.070202265,0.086294555,-0.024976924,-0.024976923,0.186732584,0.265853172,0.018198023,0.334610224,0.137412063,0.33066983,-0.026113502,-0.040014836,0.221000061,0.17302466,0.22509823,-0.01348173,-0.025291229,-0.018211089,0.213029065,0.127677306,0.127677315,-0.057160282,-0.025574871,0.052235514,0.232491005,0.126620299,0.122454491,0.188682385,0.135589297,0.164787643,0.115396731,0.039669388,0.258129556,0.186193042,-0.6970084,-0.210885981,-0.15979859,-0.111114792,0.234133455
BT,ct_violnt5,,,,,,-0.017612749,-0.017612748,-0.017612749,0.130815584,0.17692748,0.407756323,0.504736446,0.416483614,0.28264442,0.177404697,0.153988603,0.025978364,0.581597298,0.517008509,0.453520261,0.453520437,0.453520259,0.335160406,0.119189977,0.151463328,0.179783052,0.126918056,0.051111113,0.302782094,0.318728242,0.403056679,0.321952225,0.097432182,0.055868843,-0.014775209,-0.02424406,-0.02424406,0.068397444,0.252691056,0.366125179,0.320696851,0.296930787,0.393663107,0.38959284,0.176897698,0.406774083,0.391462453,0.379981415,0.151006645,0.28369103,0.190057421,0.178260406,0.134015862,0.257303665,0.251749484,0.042969144,0.291689949,0.244633687,0.250807802,0.08372692,0.165587446,0.157461127,0.232487046,0.13814537,0.257325353,0.166464051,0.691158776,0.691158776,0.453244715,1,1,0.834567805,0.797158013,0.797158013,0.240058853,0.591736342,0.591736342,0.137631567,-0.017724704,0.216106737,0.169503673,0.169503674,0.153988603,0.207535553,0.208792929,0.106377021,0.106377022,0.331554896,0.395227554,0.037402522,0.522854129,0.345105923,0.534756047,0.008100291,0.03436241,0.407551029,0.434705366,0.428738363,0.036589798,0.02147698,0.035604797,0.197816501,0.040209513,0.040209512,-0.027932287,0.000443138,0.018514939,0.233060187,0.107474322,0.209051986,0.187270872,0.161048724,0.271333802,0.150533542,0.039055978,0.204229465,0.138421062,-0.681865675,-0.414954347,-0.310416505,-0.195731992,0.271810878
